,fileid,age,mlu,utterance
353,Clark/shem38.xml,37,[8.495145631067961], what does nineteen mean 
354,Clark/shem38.xml,37,[8.495145631067961], now we re gonna do a c for cindy and z for zero 
355,Cornell/haas1924.xml,26,[2.3253968253968256], i bet you re too little to count to seventeen 
356,Cornell/haas1924.xml,26,[2.3253968253968256], what comes after sixteen 
357,Cornell/horn1712.xml,[None],[0], you take fifteen and i take fifteen and i go up here 
358,Cornell/horn1712.xml,[None],[0], you know that every time i go buy meat you know i ain t got but fifteen twenty dollars     meat 
359,Cornell/lsno11.xml,60,[6.190184049079755], it s going to come out in maybe fifteen minutes 
360,Cornell/lsno121.xml,60,[5.175438596491228], jessica is zero 
361,Cornell/lsno121.xml,60,[5.175438596491228], twelve mean twelve right 
362,Cornell/lsno121.xml,60,[5.175438596491228], and you were born in nineteen 
363,Cornell/lsno121.xml,60,[5.175438596491228], nineteen seventeen 
364,Cornell/lsno121.xml,60,[5.175438596491228], nineteen seventy five 
365,Cornell/lsno121.xml,60,[5.175438596491228], if you were born in nineteen seventeen you know how old you d be this year 
366,Cornell/mom01a.xml,[None],[0], well she should be home about three fifteen or so 
367,Cornell/mom01a.xml,[None],[0], there were twelve i think 
368,Cornell/mom01b.xml,[None],[0], well she should be home about three fifteen or so 
369,Cornell/mom01b.xml,[None],[0], there were twelve i think 
370,Cornell/mom01b.xml,[None],[0], what twelve is twenty 
371,Cornell/mom01b.xml,[None],[0], eleven now 
372,Cornell/mom0281.xml,[None],[0], about twelve thirty 
373,Cornell/mom0281.xml,[None],[0], it has sixteen gears in it 
374,Cornell/mom03.xml,[None],[0], for twelve dollars 
375,Cornell/mom03.xml,[None],[0], for twelve dollars 
376,Cornell/mom03.xml,[None],[0], when i get sixteen i m gonna probably have one 
377,Cornell/mom03.xml,[None],[0], when you get about sixteen you will probably have one 
378,Cornell/mom03.xml,[None],[0], well not until eleven o clock 
379,Cornell/mom03.xml,[None],[0], about nineteen sixty six or sixty seven 
380,Cornell/mom03.xml,[None],[0], a bicentennial baby means boys just means you were born in the year of nineteen sixty six nineteen seventy six i mean 
381,Cornell/mom0501.xml,[None],[0], that s not sixteen percent 
382,Cornell/mom0501.xml,[None],[0], where s the sixteen 
383,Cornell/mom0502.xml,[None],[0], fifteen minus nine is fourteen 
384,Cornell/mom0502.xml,[None],[0], fifteen minus nine 
385,Cornell/mom0502.xml,[None],[0], fifteen 
386,Cornell/mom0502.xml,[None],[0], how can nine from fifteen leave sixteen 
387,Cornell/mom0502.xml,[None],[0], eleven minutes to three 
388,Cornell/mom0502.xml,[None],[0], twelve past three 
389,Cornell/mom0502.xml,[None],[0], it s eleven hours at least 
390,Cornell/mom0502.xml,[None],[0], eleven 
391,Cornell/mom0502.xml,[None],[0], eleven o clock 
392,Cornell/mom0502.xml,[None],[0], no five and a dot then you put a zero 
393,Cornell/mom0502.xml,[None],[0], twelve o clock 
394,Cornell/mom0502.xml,[None],[0], twelve p m 
395,Cornell/mom0502.xml,[None],[0], twelve am 
396,Cornell/mom0502.xml,[None],[0], why does it say one two zero zero 
397,Cornell/mom0502.xml,[None],[0], let s count from one all the way to twelve 
398,Cornell/mom0502.xml,[None],[0], and let s see your stomach weighs about sixteen six 
399,Cornell/mom06.xml,[None],[0], one two three four five six seven eight nine ten eleven twelve fourteen sixteen twenty one twenty one twenty two twenty three twenty four twenty five twenty six twenty seven twenty eight twenty nine twenty sixty sixty one sixty two sixty three sixty four sixty five sixty seven sixty nine sixty eleven eleven eleven one eleven two eleven three eleven four eleven five eleven eleven eleven six eleven eleven eleven six eleven twenty two eleven one eleven two eleven three eleven four eleven five eleven six eleven seven eleven eight eleven nine eleven 
400,Cornell/mom06.xml,[None],[0], two three four five six seven eight nine ten eleven 
401,Cornell/mom06.xml,[None],[0], eleven fingers 
402,Cornell/mom06.xml,[None],[0], because eleven is a bigger number than ten 
403,Cornell/mom06.xml,[None],[0], one two three four five six seven eight nine ten eleven 
404,Cornell/mom06.xml,[None],[0], well what s a bigger number ten or eleven 
405,Cornell/mom06.xml,[None],[0], no eleven 
406,Cornell/mom06.xml,[None],[0], no eleven 
407,Cornell/mom06.xml,[None],[0], eleven 
408,Cornell/mom06.xml,[None],[0], eleven 
409,Cornell/mom06.xml,[None],[0], and he has one two three four five six seven eight nine ten eleven 
410,Cornell/mom07.xml,[None],[0], it s only eight fifteen 
411,Cornell/mom07.xml,[None],[0], well she s twelve years old 
412,Cornell/mom07.xml,[None],[0], no he s just about thirteen years younger than i am 
413,Cornell/mom07.xml,[None],[0], so you re thirteen years apart 
414,Cornell/mom07.xml,[None],[0], about eleven thirty 
415,Cornell/mom07.xml,[None],[0], sam was born in nineteen forty four 
416,Cornell/mom07.xml,[None],[0], renee was born in nineteen forty four 
417,Cornell/mom07.xml,[None],[0], i am thirteen years old 
418,Cornell/mom07.xml,[None],[0], i am thirteen years old and i will introduce you to the characters who will be talking 
419,Cornell/mom07.xml,[None],[0], it s almost below zero 
420,Cornell/mom07.xml,[None],[0], i actually had it on there for fifteen seconds before i     
421,Cornell/mom07.xml,[None],[0], eleven 
422,Cornell/mom07.xml,[None],[0], twelve 
423,Cornell/mom07.xml,[None],[0], thirteen 
424,Cornell/mom07.xml,[None],[0], fourteen fifteen sixteen seventeen 
425,Cornell/mom07.xml,[None],[0], eighteen 
426,Cornell/mom07.xml,[None],[0], nineteen 
427,Cornell/mom07.xml,[None],[0], sixteen copies 
428,Cornell/mom07.xml,[None],[0], where s your zero 
429,Cornell/mom07.xml,[None],[0], why d you put a zero may i ask 
430,Cornell/mom07.xml,[None],[0], george was the first president and the declaration of independence was signed july fourth seventeen seventy six 
431,Cornell/mom07.xml,[None],[0], thirteen days away 
432,Cornell/mom07.xml,[None],[0], no she s not she s in the ten to twelve league girls and she is on the same league dana was in last year 
433,Cornell/mom07.xml,[None],[0], they said his overall average for having done so badly even with the first ten even twenty games or eighteen games his overall average for the second part is now two hundred seventy 
434,Cornell/mom07.xml,[None],[0], oh no and then he got something like twelve dollars the ne t night but on sunday he had been getting so many hits he got a home run on saturday he had been getting so many hits they only threw him one dollar 
435,Cornell/mom07.xml,[None],[0], you know when you re about five or six years old or seven there are many more things you can do with hair than when you re thirteen 
436,Cornell/mom07.xml,[None],[0],     on the twelve 
437,Cornell/mom0885.xml,[None],[0], one two three four five six seven eight nine ten eleven twelve 
438,Cornell/mom10.xml,[None],[0], he s been working he s working for     he s been working for them for eleven years he just made partner last year 
439,Cornell/mom10.xml,[None],[0], eleven years 
440,Cornell/mom10.xml,[None],[0], and if you go to the left     it doesn t take you all the way to down to thirteen 
441,Cornell/nurse2.xml,[None],[0], but you guys got eleven babies here plus four pediatric new 
442,Cornell/nurse2.xml,[None],[0], there are eleven babies here 
443,Cornell/nurse2.xml,[None],[0], there s eleven babies here then there s four upstairs 
444,Cornell/nurse2.xml,[None],[0],     probably a mistake twelve last night 
445,Cornell/nurse2.xml,[None],[0], last night there was eleven babies in b and three here eleven twelve thirteen fourteen and one of those was a pediatric 
446,Cornell/nurse2.xml,[None],[0], there should have been thirteen last night 
447,Cornell/nurse4.xml,[None],[0], you weighed fourteen yesterday lets see how much you are today 
448,Cornell/nurse5.xml,[None],[0], fifteen minutes is not a long enough nap for a little boy 
449,Cornell/nurse5.xml,[None],[0], let us see john you started at twelve thirty five with your bottle 
450,Demetras1/tre12.xml,32,[5.877659574468085], fourteen dollars 
451,Demetras1/tre12.xml,32,[5.877659574468085], fifteen 
452,Demetras1/tre23.xml,39,[4.865853658536586], even before your thirteen 
453,Demetras1/tre24.xml,47,[4.291390728476821], you re the sixteen broncos 
454,Demetras1/tre25.xml,47,[7.005747126436781], fifteen amigos 
455,Demetras1/tre25.xml,47,[7.005747126436781], not the fifteen amigos 
456,Garvey/halivy.xml,[None],[0], i ve eleven stuff 
457,Garvey/maxnan.xml,[None],[0], here it is drink milk there seventeen forty five 
458,Gathercole/03.xml,[None],[0], one two t four five six seven eight nine ten eleven 
459,Gathercole/04.xml,[None],[0], i think fifteen in fifteen days 
460,Gathercole/04.xml,[None],[0], i believe twelve million 
461,Gathercole/06.xml,[None],[0], one two three four five six seven eight nine ten eleven twelve 
462,Gathercole/07.xml,[None],[0], hundred and ten hundred and eleven 
463,Gathercole/07.xml,[None],[0], hundred and twelve hundred and thirteen hundred and fourteen hundred and fifteen hundred and sixteen hundred and seventeen hundred and eighteen hundred and nineteen hundred and 
464,Gathercole/07.xml,[None],[0], zero 
465,Gathercole/07.xml,[None],[0], zero 
466,Gathercole/08.xml,[None],[0], no you re you re zero 
467,Gathercole/08.xml,[None],[0], you re zero 
468,Gathercole/08.xml,[None],[0], how come you re zero 
469,Gathercole/12.xml,[None],[0], um there was um last um um last year in in room twelve um to the sit nearest they had they had all these horses 
470,Gathercole/16.xml,[None],[0], they go off at at twelve o clock 
471,Gleason/Dinner/charlie.xml,36,[4.5394736842105265], and so     it s just like a lot of other rare and unique pleasures like driving a twelve cylinder car at eighty miles an hour 
472,Gleason/Dinner/david.xml,50,[5.208791208791209], it costs twelve dollars a bottle 
473,Gleason/Dinner/david.xml,50,[5.208791208791209], yeah they h w what d they charge for rent in nineteen seventy five was the first release that they had in a long time 
474,Gleason/Dinner/helen.xml,52,[3.7044334975369457], seventeen 
475,Gleason/Dinner/helen.xml,52,[3.7044334975369457], seventeen     
476,Gleason/Dinner/helen.xml,52,[3.7044334975369457], seventeen 
477,Gleason/Dinner/helen.xml,52,[3.7044334975369457], eighteen 
478,Gleason/Dinner/helen.xml,52,[3.7044334975369457], nineteen 
479,Gleason/Dinner/helen.xml,52,[3.7044334975369457], after twelve it s what 
480,Gleason/Dinner/helen.xml,52,[3.7044334975369457], after twelve what happens 
481,Gleason/Dinner/helen.xml,52,[3.7044334975369457], is eleven o clock in the morning 
482,Gleason/Dinner/helen.xml,52,[3.7044334975369457], twelve o clock 
483,Gleason/Dinner/katie.xml,39,[4.124183006535947], which they had about a hundred and twelve 
484,Gleason/Dinner/katie.xml,39,[4.124183006535947], i think it was the one that was the one we had on at eighteen eighty one creeping 
485,Gleason/Dinner/katie.xml,39,[4.124183006535947], now you re right back where you was at eighteen months 
486,Gleason/Dinner/patricia.xml,30,[3.435374149659864], the insurance now costs me one hundred sixteen dollars a year for a hundred thousand dollar home like 
487,Gleason/Dinner/patricia.xml,30,[3.435374149659864], one hundred sixteen dollars a year 
488,Gleason/Dinner/susan.xml,44,[7.193396226415095], ten or eleven 
489,Gleason/Dinner/susan.xml,44,[7.193396226415095], otherwise i could ve had twelve estimates 
490,Gleason/Dinner/susan.xml,44,[7.193396226415095], from nine thirty to about twelve 
491,Gleason/Dinner/wanda.xml,49,[4.755725190839694], yeah but it s it s only twelve dollars for the show right 
492,Gleason/Dinner/william.xml,28,[4.740566037735849], well some people were predicting fifteen inches but it doesn t look like it 
493,Gleason/Dinner/william.xml,28,[4.740566037735849],     ten of twelve 
494,Gleason/Father/bobby.xml,53,[3.545945945945946], fifteen dollars 
495,Gleason/Father/charlie.xml,36,[4.266666666666667], zero if it s a number right 
496,Gleason/Father/charlie.xml,36,[4.266666666666667], oh that s a zero 
497,Gleason/Father/charlie.xml,36,[4.266666666666667], five and zero 
498,Gleason/Father/charlie.xml,36,[4.266666666666667], when you see five and zero together it s a fifty 
499,Gleason/Father/charlie.xml,36,[4.266666666666667], zero 
500,Gleason/Father/eddie.xml,[None],[3.986899563318777], okay hit that zero 
501,Gleason/Father/guy.xml,37,[3.1677018633540373], zero 
502,Gleason/Father/guy.xml,37,[3.1677018633540373], another fifteen cents is required 
503,Gleason/Father/guy.xml,37,[3.1677018633540373], zero 
504,Gleason/Father/guy.xml,37,[3.1677018633540373], zero means that we would get it for nothing 
505,Gleason/Father/guy.xml,37,[3.1677018633540373], do you know what five zero says 
506,Gleason/Father/guy.xml,37,[3.1677018633540373], and what s five zero 
507,Gleason/Father/helen.xml,59,[5.256756756756757], zero 
508,Gleason/Father/isadora.xml,43,[3.8782894736842106], this is october sixteenth nineteen seventy six a second visit subject number nine isadora father and daughter 
509,Gleason/Father/susan.xml,38,[5.398496240601504], margie s gonna pick up in uh fifteen minutes or so 
510,Gleason/Father/theresa.xml,51,[5.687258687258687], six seven eight an these are two dollar bills nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty 
511,Gleason/Father/wanda.xml,48,[3.9401709401709404], twelve cents at least 
512,Gleason/Father/wanda.xml,48,[3.9401709401709404], that s a lot of twelve cents 
513,Gleason/Father/wanda.xml,48,[3.9401709401709404], twelve cents at least 
514,Gleason/Father/wanda.xml,48,[3.9401709401709404], twelve inches 
515,Gleason/Father/wanda.xml,48,[3.9401709401709404], did you say twelve inches 
516,Gleason/Mother/bobby.xml,50,[3.576687116564417], you ve got about fifteen minutes 
517,Gleason/Mother/david.xml,50,[4.95], eighteen dollars 
518,Gleason/Mother/david.xml,50,[4.95], eighteen dollars 
519,Gleason/Mother/frank.xml,62,[4.420875420875421], fifteen 
520,Gleason/Mother/guy.xml,37,[3.751152073732719], that make fifteen 
521,Gleason/Mother/helen.xml,59,[4.792642140468227], no that s zero 
522,Gleason/Mother/isadora.xml,42,[4.064655172413793], that s a zero 
523,Gleason/Mother/john.xml,50,[3.832167832167832], okay number eleven 
524,Gleason/Mother/john.xml,50,[3.832167832167832], number twelve 
525,Gleason/Mother/john.xml,50,[3.832167832167832], number twelve 
526,Gleason/Mother/john.xml,50,[3.832167832167832], number thirteen 
527,Gleason/Mother/john.xml,50,[3.832167832167832], number thirteen 
528,Gleason/Mother/john.xml,50,[3.832167832167832], number fourteen 
529,Gleason/Mother/john.xml,50,[3.832167832167832], fifteen or sixteen 
530,Gleason/Mother/john.xml,50,[3.832167832167832], fifteen 
531,Gleason/Mother/john.xml,50,[3.832167832167832], number sixteen 
532,Gleason/Mother/john.xml,50,[3.832167832167832], here it is number sixteen 
533,Gleason/Mother/john.xml,50,[3.832167832167832], number seventeen 
534,Gleason/Mother/john.xml,50,[3.832167832167832], number eighteen 
535,Gleason/Mother/john.xml,50,[3.832167832167832], number nineteen 
536,Gleason/Mother/john.xml,50,[3.832167832167832], number nineteen 
537,Gleason/Mother/martin.xml,30,[2.930817610062893], that s number one zero 
538,Gleason/Mother/patricia.xml,29,[3.9568345323741005], eleven 
539,Gleason/Mother/theresa.xml,48,[5.557620817843866], that s a zero 
540,Gleason/Mother/theresa.xml,48,[5.557620817843866], that s zero 
541,Gleason/Mother/theresa.xml,48,[5.557620817843866], for zero i ll take it 
542,Gleason/Mother/wanda.xml,48,[3.6717557251908395], twelve dollars 
543,Gleason/Mother/wanda.xml,48,[3.6717557251908395], a bottle of milk couldn t be twelve dollars 
544,HSLLD/HV1/BR/anabr1.xml,50,[3.297872340425532], four five six eight nine ten eleven 
545,HSLLD/HV1/BR/gilbr1a.xml,46,[2.9782608695652173], um just just look at it like you normally would together for ten fifteen minutes 
546,HSLLD/HV1/BR/marbr1.xml,50,[1.0], the palace clock was striking the hour of twel of twelve when she remembered and with a cry of dismay she fled from the ballroom and down the palace steps 
547,HSLLD/HV1/BR/megbr1.xml,49,[2.3174603174603177], but all of a sudden the clock struck twelve and she had to go 
548,HSLLD/HV1/BR/raubr1.xml,45,[3.89], that s how many you seen you seen thirteen 
549,HSLLD/HV1/BR/rosbr1.xml,48,[2.4444444444444446], come to my house at eleven 
550,HSLLD/HV1/BR/rosbr1.xml,48,[2.4444444444444446], the case was solved and it was almost eleven o clock 
551,HSLLD/HV1/BR/rosbr1.xml,48,[2.4444444444444446], when claude comes at eleven i will give him his list 
552,HSLLD/HV1/BR/rosbr1.xml,48,[2.4444444444444446], it is now past eleven o clock 
553,HSLLD/HV1/BR/rosbr1.xml,48,[2.4444444444444446], it is now past eleven thirty 
554,HSLLD/HV1/BR/rosbr1.xml,48,[2.4444444444444446], it is now past twelve 
555,HSLLD/HV1/BR/tombr1.xml,50,[5.385416666666667], you forgot thirteen again 
556,HSLLD/HV1/BR/tombr1.xml,50,[5.385416666666667], how come you always forget thirteen we re gonna really have to work on that huh 
557,HSLLD/HV1/BR/tribr1.xml,48,[2.806451612903226], the king was the judge and the jury was made up of twelve different animals 
558,HSLLD/HV1/ER/remer1.xml,48,[8.0], you were waiting and waiting and waiting for quarter past twelve 
559,HSLLD/HV1/MT/annmt1.xml,50,[6.0], who else gives you tea parties at eleven o clock at night huh 
560,HSLLD/HV1/MT/annmt1.xml,50,[6.0], when he worked the second shift and didn t come home like eleven thirty 
561,HSLLD/HV1/MT/brnmt1.xml,50,[4.632352941176471], i thought you could only count up to five but you can count to eleven 
562,HSLLD/HV1/MT/brnmt1.xml,50,[4.632352941176471], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen twenty one twenty two twenty three     
563,HSLLD/HV1/MT/brnmt1.xml,50,[4.632352941176471], after fifteen sixteen seventeen eighteen nineteen twenty twenty one 
564,HSLLD/HV1/MT/brnmt1.xml,50,[4.632352941176471], nineteen twenty twenty one twenty two twenty three twenty four twenty five twenty six twenty seven twenty eight twenty nine 
565,HSLLD/HV1/MT/ethmt1.xml,45,[6.283422459893048], for nineteen seventy three 
566,HSLLD/HV1/MT/ethmt1.xml,45,[6.283422459893048], no that s from nineteen seventy one 
567,HSLLD/HV1/MT/ethmt1.xml,45,[6.283422459893048], up nineteen seventy one 
568,HSLLD/HV1/MT/ethmt1.xml,45,[6.283422459893048], seven seventeen federal prisoners 
569,HSLLD/HV1/MT/jasmt1.xml,47,[3.7636363636363637], you stay out back you re coming in in fifteen minutes 
570,HSLLD/HV1/MT/jenmt1.xml,51,[5.383928571428571], just about fifteen minutes 
571,HSLLD/HV1/MT/jesmt1.xml,43,[5.338028169014085], and zero was standing at zero feet     
572,HSLLD/HV1/MT/kevmt1.xml,46,[3.978723404255319], was that the kid gets off mom wants the the zero and the the thing goes like that 
573,HSLLD/HV1/MT/kurmt1.xml,48,[5.016949152542373], i could get i ll be out of work uh by ten thirty tomorrow or eleven o clock if you want me to babysit or somethin 
574,HSLLD/HV1/MT/kurmt1.xml,48,[5.016949152542373], one two three four five six seven eight nine twelve twenty 
575,HSLLD/HV1/MT/kurmt1.xml,48,[5.016949152542373], i told him you know that it was twelve bucks 
576,HSLLD/HV1/MT/rosmt1.xml,48,[5.782608695652174], and worcester s share of that is about eleven million dollars 
577,HSLLD/HV1/MT/rosmt1.xml,48,[5.782608695652174], eleven 
578,HSLLD/HV1/MT/rosmt1.xml,48,[5.782608695652174], eleven 
579,HSLLD/HV1/MT/rosmt1.xml,48,[5.782608695652174], yeah but you don t get to stay up late friday night because you didn t get up until eleven o clock in the morning 
580,HSLLD/HV1/MT/seamt1.xml,46,[4.321428571428571], this is nineteen thirty 
581,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], it s twelve thirteen 
582,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], eleven twelve 
583,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], eleven 
584,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], thirteen 
585,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], thirteen 
586,HSLLD/HV1/MT/termt1.xml,51,[4.234782608695652], it s july nineteen eighty nine huh 
587,HSLLD/HV1/MT/trimt1.xml,48,[5.628787878787879], come on honey you ve been goofin around with that for fifteen minutes 
588,HSLLD/HV1/MT/vicmt1.xml,48,[4.296], one two three four five six seven eight nine ten eleven     fifteen eighteen nineteen 
589,HSLLD/HV1/MT/vicmt1.xml,48,[4.296], sixteen eighteen     
590,HSLLD/HV1/TP/aimtp1.xml,47,[4.403061224489796], and yeah just for about ten or fifteen minutes if you could play like if i weren t here 
591,HSLLD/HV1/TP/chatp1.xml,47,[3.6506849315068495], just for ten or fifteen minutes and then just 
592,HSLLD/HV1/TP/geotp1.xml,45,[4.6625], ten eleven 
593,HSLLD/HV1/TP/geotp1.xml,45,[4.6625], what comes after eleven 
594,HSLLD/HV1/TP/geotp1.xml,45,[4.6625], twelve 
595,HSLLD/HV1/TP/montp1.xml,49,[3.4057971014492754], sixteen faces 
596,HSLLD/HV1/TP/nedtp1.xml,59,[3.1666666666666665], four two seven one o zero one no four two seven two one seven five 
597,HSLLD/HV1/TP/seatp1.xml,46,[4.296875], about fifteen minutes ago 
598,HSLLD/HV1/TP/shotp1.xml,43,[3.4953271028037385], zero 
599,HSLLD/HV1/TP/victp1.xml,48,[4.544117647058823], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen 
600,HSLLD/HV2/BR/astbr2.xml,52,[5.0], three four five six eight nine ten eleven 
601,HSLLD/HV2/BR/astbr2.xml,52,[5.0],     after eleven 
602,HSLLD/HV2/BR/britp2.xml,53,[4.383720930232558], um twelve past five 
603,HSLLD/HV2/BR/britp2.xml,53,[4.383720930232558], i see about fifteen of your faces in this 
604,HSLLD/HV2/BR/terbr2.xml,62,[2.9565217391304346], but remember all the magic ends when the clock strikes twelve 
605,HSLLD/HV2/ER/coner2.xml,49,[3.857142857142857], seventeen 
606,HSLLD/HV2/MT/brnmt2.xml,59,[5.777777777777778], zero on the floor 
607,HSLLD/HV2/MT/brnmt2.xml,59,[5.777777777777778], zero on the floor 
608,HSLLD/HV2/MT/clamt2.xml,57,[3.9452054794520546], well you could     you could     eighteen mile     
609,HSLLD/HV2/MT/conmt2.xml,49,[4.1454545454545455], one was two fifteen to three fifteen 
610,HSLLD/HV2/MT/ethmt2.xml,56,[4.846938775510204], well in nineteen ninety nine you will turn fifteen in nineteen ninety nine 
611,HSLLD/HV2/MT/inamt2.xml,54,[6.532818532818533], one month and eleven days from today 
612,HSLLD/HV2/MT/inamt2.xml,54,[6.532818532818533], one month and eleven days i gotta get you a calendar and show you where it is 
613,HSLLD/HV2/MT/inamt2.xml,54,[6.532818532818533], it s a rocking horse chi it s for it says eighteen months to four years you re almost five years old 
614,HSLLD/HV2/MT/joemt2.xml,49,[5.0], one was two fifteen to three fifteen 
615,HSLLD/HV2/MT/megmt2.xml,50,[4.876923076923077], we had all sixteen of them today 
616,HSLLD/HV2/MT/megmt2.xml,50,[4.876923076923077], i have sixteen and i even forget some of their names 
617,HSLLD/HV2/MT/rosmt2.xml,57,[5.1976744186046515], maybe she s a three with a zero after the three 
618,HSLLD/HV2/MT/rosmt2.xml,57,[5.1976744186046515], the one that told you to bring you pony sixteen more times 
619,HSLLD/HV2/MT/rosmt2.xml,57,[5.1976744186046515], fifteen minutes and it s still wasn t     
620,HSLLD/HV2/MT/rosmt2.xml,57,[5.1976744186046515], i don t think she fell asleep until about eleven thirty quarter to twelve 
621,HSLLD/HV2/MT/susmt2.xml,57,[4.604651162790698], they re gonna do it until you re twelve 
622,HSLLD/HV2/MT/susmt2.xml,57,[4.604651162790698], i think twelve 
623,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], so when i m fourteen and you re fifteen i m gonna i m gonna be um sixteen     
624,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], sis when you re ten you ll i ll be eleven 
625,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], that s when i m eleven and a half 
626,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], no you are eleven     
627,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], when i m eleven you re gonna be nine 
628,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], when i m eleven when sis when i m eleven is sis gonna going to be thirteen 
629,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], no i m gonna be fourteen 
630,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], thirteen 
631,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], fourteen 
632,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], thirteen when she s eleven 
633,HSLLD/HV2/MT/todmt2.xml,56,[4.184210526315789], thirteen 
634,HSLLD/HV2/MT/tommt2.xml,60,[5.1152647975077885], may eighteen 
635,HSLLD/HV2/MT/tommt2.xml,60,[5.1152647975077885], if you put a one before the eight it s eighteen 
636,HSLLD/HV2/MT/tommt2.xml,60,[5.1152647975077885], when you re eighteen maybe maybe you can go on a date 
637,HSLLD/HV2/TP/chatp2.xml,57,[4.9375], and i had another little boy sixteen months old he s really eighteen months really cute 
638,HSLLD/HV2/TP/joytp2.xml,58,[6.1603053435114505], uh about twelve 
639,HSLLD/HV2/TP/nictp2.xml,53,[3.3838862559241707], that s a one and a zero 
640,HSLLD/HV3/ET/bobet3.xml,67,[5.803921568627451], that s inv fifteen cents 
641,HSLLD/HV3/ET/brnet3.xml,68,[3.5], fifteen cents 
642,HSLLD/HV3/ET/conet3.xml,72,[3.388888888888889], nineteen eighty nine 
643,HSLLD/HV3/ET/joeet3.xml,72,[4.352941176470588], nineteen eighty nine 
644,HSLLD/HV3/ET/raset3.xml,70,[5.394557823129252], you don t got sixteen things 
645,HSLLD/HV3/MT/admmt3.xml,71,[5.588235294117647], remember when you thought i was sixteen 
646,HSLLD/HV3/MT/allmt3.xml,62,[6.157894736842105], that s fifteen valentines 
647,HSLLD/HV3/MT/anamt3.xml,70,[5.03125], eight eight nine one one zero zero three 
648,HSLLD/HV3/MT/annmt3.xml,71,[4.527472527472527], chi s outta here at twelve 
649,HSLLD/HV3/MT/aprmt3.xml,65,[3.789473684210526], december first nineteen eighty five 
650,HSLLD/HV3/MT/aprmt3.xml,65,[3.789473684210526],     through harvard school they um see her now and they look her when she be about fifteen or sixteen years old 
651,HSLLD/HV3/MT/aprmt3.xml,65,[3.789473684210526], so by the time they get twelve years old they re gonna going to go in the kitchen and cook a complete meal 
652,HSLLD/HV3/MT/bobmt3.xml,67,[6.666666666666667], he weighs eight pounds twelve ounces and he s twenty one inches long 
653,HSLLD/HV3/MT/catmt3.xml,69,[4.890410958904109], auntie you guys only have fifteen minutes 
654,HSLLD/HV3/MT/catmt3.xml,69,[4.890410958904109], they re under eighteen 
655,HSLLD/HV3/MT/conmt3.xml,72,[7.361111111111111], must have been twelve thirty quarter to one 
656,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], add a zero 
657,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], put a zero ne t to fourteen chi 
658,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], just add a zero 
659,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], i know he does the concept of adding the zero um to 
660,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], i know but then i said put the zero after the four 
661,HSLLD/HV3/MT/jeamt3.xml,69,[4.419354838709677], may second nineteen ninety one 
662,HSLLD/HV3/MT/jermt3.xml,69,[4.247058823529412], it s sunday may fifth nineteen ninety one 
663,HSLLD/HV3/MT/joemt3.xml,72,[5.578947368421052], must have been twelve thirty quarter to one 
664,HSLLD/HV3/MT/joymt3.xml,68,[7.036036036036036], but twelve does go near the girls does drop wait it does go past the girls s club 
665,HSLLD/HV3/MT/joymt3.xml,68,[7.036036036036036], they charge what fifteen dollars for those tights 
666,HSLLD/HV3/MT/megmt3.xml,66,[4.886792452830188], ten eleven 
667,HSLLD/HV3/MT/remmt3.xml,70,[6.866666666666666], six seven eight nine ten eleven 
668,HSLLD/HV3/MT/rosmt3.xml,69,[5.128113879003559], well about thirteen or fourteen years 
669,HSLLD/HV3/MT/rosmt3.xml,69,[5.128113879003559], in fourteen years 
670,HSLLD/HV3/MT/rosmt3.xml,69,[5.128113879003559], in fourteen years you ll be seventeen 
671,HSLLD/HV3/MT/rosmt3.xml,69,[5.128113879003559], in fourteen years she ll be nineteen 
672,HSLLD/HV3/MT/rosmt3.xml,69,[5.128113879003559], only twelve years and you ll be seventeen 
673,HSLLD/HV3/MT/rosmt3.xml,69,[5.128113879003559], so five plus ten will be fifteen 
