,fileid,age,mlu,utterance
319,Providence/Naima/nai35.xml,23,[5.367088607594937], today is february third two thousand and three naima is sick and is the late afternoon not ideal taping conditions 
320,Providence/Naima/nai39.xml,24,[4.101045296167247], you don t really have to borrow that i think that s a zero in front of mommy 
321,Providence/Naima/nai54.xml,28,[5.2373887240356085], of july two thousand and three 
322,Providence/Naima/nai57.xml,29,[5.782747603833866], twelfth today is august twelfth two thousand and three 
323,Providence/Naima/nai58.xml,29,[5.369942196531792], it s august twenty first two thousand and three 
324,Providence/Naima/nai59b.xml,29,[5.514657980456026], it is the morning of august twenty ninth two thousand and three 
325,Providence/Naima/nai69.xml,21,[4.7351190476190474], it says diwali two thousand and three on it 
326,Providence/Naima/nai74.xml,35,[7.131004366812227], two thousand and seven 
327,Providence/Naima/nai74.xml,35,[7.131004366812227], two thousand and seven 
328,Providence/Naima/nai77.xml,36,[6.898591549295775], today is march eighth two thousand four 
329,Providence/Naima/nai77.xml,36,[6.898591549295775], well not zero nursing but you didn t wake up to nurse until four thirty 
330,Providence/Naima/nai79.xml,37,[4.844444444444444], zero     on the cape 
331,Providence/Naima/nai80.xml,39,[6.935393258426966], today is friday june fourth two thousand four 
332,Providence/Naima/nai82.xml,43,[8.567901234567902], about fifty million gallons of crude oil weighed it down 
333,Providence/Naima/nai82.xml,43,[8.567901234567902], the e  on valdez spilled out out eleven million gallons of oil 
334,Providence/Naima/nai82.xml,43,[8.567901234567902], that much oil could fill over a thousand big swimming pools 
335,Providence/Naima/nai82.xml,43,[8.567901234567902], the sticky oil soon covered eleven thousand square miles of ocean water 
336,Providence/Naima/nai83.xml,46,[7.1306042884990255], two thousand five 
337,Providence/Violet/vio26.xml,27,[2.986062717770035], i had a million toys but i was bored 
338,Providence/Violet/vio26.xml,27,[2.986062717770035], you ve got a million toys 
339,Providence/Violet/vio26.xml,27,[2.986062717770035], ten o zero nine 
340,Providence/Violet/vio26.xml,27,[2.986062717770035], ten o zero nine 
341,Providence/Violet/vio31.xml,29,[3.8229665071770333], why do you need me to hold you on the potty you re silly you ve gone on the potty a million times 
342,Providence/Violet/vio36.xml,31,[4.374647887323944], and sleep in zero gravity 
343,Providence/Violet/vio43.xml,35,[4.235772357723577], see a one and a zero makes ten 
344,Providence/Violet/vio43.xml,35,[4.235772357723577], it s good to take an hour or two off after a hundred million years said the dinosaur 
345,Providence/Violet/vio43.xml,35,[4.235772357723577], no said the dinosaur i ve had a good time the best i ve had in a hundred million years 
346,Providence/Violet/vio48.xml,41,[4.073260073260073], did you know that the moon is two hundred twenty five thousand miles from earth 
347,Providence/William/wil13.xml,23,[1.8797814207650274], you probably washed a million times at school didn t you 
348,Providence/William/wil26.xml,30,[2.639784946236559], ten is a one and a zero 
349,Providence/William/wil43.xml,40,[4.321212121212121], it s june first two thousand four and we re taping william     
350,Sawyer/2-06-92.xml,[None],[0], ten million hundred pepperoni pizzas 
351,Sawyer/2-07-92.xml,[None],[0], five four three two one zero blastoff 
352,Sawyer/3-10-92.xml,[None],[0], i asked for purple thousand times and 
353,Snow/800518.xml,45,[3.634831460674157], zero 
354,Valian/05a.xml,26,[2.4956521739130433], crayons that aren t all busted up into a thousand pieces 
355,Valian/18a.xml,29,[4.727748691099476], yeah it goes one to ten and no zero to nine zero to nine 
356,VanKleeck/amy2.xml,45,[5.355769230769231], you re making a million bubbles 
357,VanKleeck/amy2.xml,45,[5.355769230769231], oh amy makes a million bubbles 
358,VanKleeck/susan2.xml,43,[5.246666666666667], i can make a million green peas 
359,VanKleeck/susan2.xml,43,[5.246666666666667], a million and billion 
360,Warren/john.xml,69,[8.4921875], that would be a million times a thousand 
361,Warren/john.xml,69,[8.4921875], is that a billion 
362,Warren/john.xml,69,[8.4921875], i think it s a million 
363,Weist/Ben/ben10.xml,39,[6.598930481283422], this is the first tape we re making of benjamin burton on what s today august twenty fifth two thousand and two 
364,Weist/Matt/mat23.xml,40,[3.938775510204082], five cents five o zero 
365,Weist/Matt/mat23.xml,40,[3.938775510204082], five o zero nine 
366,Weist/Matt/mat32.xml,45,[6.859060402684563], doesn t she have like a thousand babies or something 
367,Weist/Matt/mat32.xml,45,[6.859060402684563], more than seven a thousand 
368,Weist/Matt/mat46.xml,53,[5.946666666666666], zero dollars 
369,Weist/Matt/mat46.xml,53,[5.946666666666666], zero dollars each ringing them up 
370,Weist/Matt/mat46.xml,53,[5.946666666666666], but each one only costs like zero cents right 
371,Weist/Matt/mat56.xml,60,[7.684210526315789], you may have one two or zero and i don t want to hear about any more it s starting to make me feel like you re not doing a good job 
372,Weist/Roman/rom39.xml,53,[5.925925925925926], fifty thousand dollars 
373,Weist/Roman/rom42.xml,56,[5.9245283018867925], zero zero six 
